date,location,new_cases,new_deaths,total_cases,total_deaths
1/4/2020,Dominican Republic,0,0,0,0
1/5/2020,Dominican Republic,0,0,0,0
1/6/2020,Dominican Republic,0,0,0,0
1/7/2020,Dominican Republic,0,0,0,0
1/8/2020,Dominican Republic,0,0,0,0
1/9/2020,Dominican Republic,0,0,0,0
1/10/2020,Dominican Republic,0,0,0,0
1/11/2020,Dominican Republic,0,0,0,0
1/12/2020,Dominican Republic,0,0,0,0
1/13/2020,Dominican Republic,0,0,0,0
1/14/2020,Dominican Republic,0,0,0,0
1/15/2020,Dominican Republic,0,0,0,0
1/16/2020,Dominican Republic,0,0,0,0
1/17/2020,Dominican Republic,0,0,0,0
1/18/2020,Dominican Republic,0,0,0,0
1/19/2020,Dominican Republic,0,0,0,0
1/20/2020,Dominican Republic,0,0,0,0
1/21/2020,Dominican Republic,0,0,0,0
1/22/2020,Dominican Republic,0,0,0,0
1/23/2020,Dominican Republic,0,0,0,0
1/24/2020,Dominican Republic,0,0,0,0
1/25/2020,Dominican Republic,0,0,0,0
1/26/2020,Dominican Republic,0,0,0,0
1/27/2020,Dominican Republic,0,0,0,0
1/28/2020,Dominican Republic,0,0,0,0
1/29/2020,Dominican Republic,0,0,0,0
1/30/2020,Dominican Republic,0,0,0,0
1/31/2020,Dominican Republic,0,0,0,0
2/1/2020,Dominican Republic,0,0,0,0
2/2/2020,Dominican Republic,0,0,0,0
2/3/2020,Dominican Republic,0,0,0,0
2/4/2020,Dominican Republic,0,0,0,0
2/5/2020,Dominican Republic,0,0,0,0
2/6/2020,Dominican Republic,0,0,0,0
2/7/2020,Dominican Republic,0,0,0,0
2/8/2020,Dominican Republic,0,0,0,0
2/9/2020,Dominican Republic,0,0,0,0
2/10/2020,Dominican Republic,0,0,0,0
2/11/2020,Dominican Republic,0,0,0,0
2/12/2020,Dominican Republic,0,0,0,0
2/13/2020,Dominican Republic,0,0,0,0
2/14/2020,Dominican Republic,0,0,0,0
2/15/2020,Dominican Republic,0,0,0,0
2/16/2020,Dominican Republic,0,0,0,0
2/17/2020,Dominican Republic,0,0,0,0
2/18/2020,Dominican Republic,0,0,0,0
2/19/2020,Dominican Republic,0,0,0,0
2/20/2020,Dominican Republic,0,0,0,0
2/21/2020,Dominican Republic,0,0,0,0
2/22/2020,Dominican Republic,0,0,0,0
2/23/2020,Dominican Republic,0,0,0,0
2/24/2020,Dominican Republic,0,0,0,0
2/25/2020,Dominican Republic,0,0,0,0
2/26/2020,Dominican Republic,0,0,0,0
2/27/2020,Dominican Republic,0,0,0,0
2/28/2020,Dominican Republic,0,0,0,0
2/29/2020,Dominican Republic,0,0,0,0
3/1/2020,Dominican Republic,0,0,0,0
3/2/2020,Dominican Republic,1,0,1,0
3/7/2020,Dominican Republic,1,0,2,0
3/10/2020,Dominican Republic,3,0,5,0
3/14/2020,Dominican Republic,6,0,11,0
3/15/2020,Dominican Republic,0,0,11,0
3/16/2020,Dominican Republic,0,0,11,0
3/17/2020,Dominican Republic,0,0,11,0
3/18/2020,Dominican Republic,0,0,11,0
3/19/2020,Dominican Republic,10,0,21,0
3/20/2020,Dominican Republic,0,0,21,0
3/21/2020,Dominican Republic,13,2,34,2
3/22/2020,Dominican Republic,78,1,112,3
3/23/2020,Dominican Republic,90,0,202,3
3/24/2020,Dominican Republic,43,0,245,3
3/25/2020,Dominican Republic,67,3,312,6
3/26/2020,Dominican Republic,80,4,392,10
3/27/2020,Dominican Republic,96,0,488,10
3/28/2020,Dominican Republic,93,10,581,20
3/29/2020,Dominican Republic,138,8,719,28
3/30/2020,Dominican Republic,140,11,859,39
12/31/2019,Ecuador,0,0,0,0
1/1/2020,Ecuador,0,0,0,0
1/2/2020,Ecuador,0,0,0,0
1/3/2020,Ecuador,0,0,0,0
1/4/2020,Ecuador,0,0,0,0
1/5/2020,Ecuador,0,0,0,0
1/6/2020,Ecuador,0,0,0,0
1/7/2020,Ecuador,0,0,0,0
1/8/2020,Ecuador,0,0,0,0
1/9/2020,Ecuador,0,0,0,0
1/10/2020,Ecuador,0,0,0,0
1/11/2020,Ecuador,0,0,0,0
1/12/2020,Ecuador,0,0,0,0
1/13/2020,Ecuador,0,0,0,0
1/14/2020,Ecuador,0,0,0,0
1/15/2020,Ecuador,0,0,0,0
1/16/2020,Ecuador,0,0,0,0
1/17/2020,Ecuador,0,0,0,0
1/18/2020,Ecuador,0,0,0,0
1/19/2020,Ecuador,0,0,0,0
1/20/2020,Ecuador,0,0,0,0
1/21/2020,Ecuador,0,0,0,0
1/22/2020,Ecuador,0,0,0,0
1/23/2020,Ecuador,0,0,0,0
1/24/2020,Ecuador,0,0,0,0
1/25/2020,Ecuador,0,0,0,0
1/26/2020,Ecuador,0,0,0,0
1/27/2020,Ecuador,0,0,0,0
1/28/2020,Ecuador,0,0,0,0
1/29/2020,Ecuador,0,0,0,0
1/30/2020,Ecuador,0,0,0,0
1/31/2020,Ecuador,0,0,0,0
2/1/2020,Ecuador,0,0,0,0
2/2/2020,Ecuador,0,0,0,0
2/3/2020,Ecuador,0,0,0,0
2/4/2020,Ecuador,0,0,0,0
2/5/2020,Ecuador,0,0,0,0
2/6/2020,Ecuador,0,0,0,0
2/7/2020,Ecuador,0,0,0,0
2/8/2020,Ecuador,0,0,0,0
2/9/2020,Ecuador,0,0,0,0
2/10/2020,Ecuador,0,0,0,0
2/11/2020,Ecuador,0,0,0,0
2/12/2020,Ecuador,0,0,0,0
2/13/2020,Ecuador,0,0,0,0
2/14/2020,Ecuador,0,0,0,0
2/15/2020,Ecuador,0,0,0,0
2/16/2020,Ecuador,0,0,0,0
2/17/2020,Ecuador,0,0,0,0
2/18/2020,Ecuador,0,0,0,0
2/19/2020,Ecuador,0,0,0,0
2/20/2020,Ecuador,0,0,0,0
2/21/2020,Ecuador,0,0,0,0
2/22/2020,Ecuador,0,0,0,0
2/23/2020,Ecuador,0,0,0,0
2/24/2020,Ecuador,0,0,0,0
2/25/2020,Ecuador,0,0,0,0
2/26/2020,Ecuador,0,0,0,0
2/27/2020,Ecuador,0,0,0,0
2/28/2020,Ecuador,0,0,0,0
2/29/2020,Ecuador,0,0,0,0
3/1/2020,Ecuador,1,0,1,0
3/2/2020,Ecuador,5,0,6,0
3/3/2020,Ecuador,1,0,7,0
3/5/2020,Ecuador,3,0,10,0
3/6/2020,Ecuador,3,0,13,0
3/9/2020,Ecuador,1,0,14,0
3/10/2020,Ecuador,1,0,15,0
3/11/2020,Ecuador,2,0,17,0
3/14/2020,Ecuador,6,1,23,1
3/15/2020,Ecuador,5,1,28,2
3/16/2020,Ecuador,9,0,37,2
3/17/2020,Ecuador,21,0,58,2
3/18/2020,Ecuador,53,0,111,2
3/19/2020,Ecuador,57,1,168,3
3/20/2020,Ecuador,31,0,199,3
3/21/2020,Ecuador,227,4,426,7
3/22/2020,Ecuador,106,0,532,7
3/23/2020,Ecuador,257,7,789,14
3/24/2020,Ecuador,192,4,981,18
3/25/2020,Ecuador,101,9,1082,27
3/26/2020,Ecuador,129,2,1211,29
3/27/2020,Ecuador,192,5,1403,34
3/28/2020,Ecuador,224,7,1627,41
3/29/2020,Ecuador,208,7,1835,48
3/30/2020,Ecuador,55,10,1890,58
12/31/2019,Egypt,0,0,0,0
1/1/2020,Egypt,0,0,0,0
1/2/2020,Egypt,0,0,0,0
1/3/2020,Egypt,0,0,0,0
1/4/2020,Egypt,0,0,0,0
1/5/2020,Egypt,0,0,0,0
1/6/2020,Egypt,0,0,0,0
1/7/2020,Egypt,0,0,0,0
1/8/2020,Egypt,0,0,0,0
1/9/2020,Egypt,0,0,0,0
1/10/2020,Egypt,0,0,0,0
1/11/2020,Egypt,0,0,0,0
1/12/2020,Egypt,0,0,0,0
1/13/2020,Egypt,0,0,0,0
1/14/2020,Egypt,0,0,0,0
1/15/2020,Egypt,0,0,0,0
1/16/2020,Egypt,0,0,0,0
1/17/2020,Egypt,0,0,0,0
1/18/2020,Egypt,0,0,0,0
1/19/2020,Egypt,0,0,0,0
1/20/2020,Egypt,0,0,0,0
1/21/2020,Egypt,0,0,0,0
1/22/2020,Egypt,0,0,0,0
1/23/2020,Egypt,0,0,0,0
1/24/2020,Egypt,0,0,0,0
1/25/2020,Egypt,0,0,0,0
1/26/2020,Egypt,0,0,0,0
1/27/2020,Egypt,0,0,0,0
1/28/2020,Egypt,0,0,0,0
1/29/2020,Egypt,0,0,0,0
1/30/2020,Egypt,0,0,0,0
1/31/2020,Egypt,0,0,0,0
2/1/2020,Egypt,0,0,0,0
2/2/2020,Egypt,0,0,0,0
2/3/2020,Egypt,0,0,0,0
2/4/2020,Egypt,0,0,0,0
2/5/2020,Egypt,0,0,0,0
2/6/2020,Egypt,0,0,0,0
2/7/2020,Egypt,0,0,0,0
2/8/2020,Egypt,0,0,0,0
2/9/2020,Egypt,0,0,0,0
2/10/2020,Egypt,0,0,0,0
2/11/2020,Egypt,0,0,0,0
2/12/2020,Egypt,0,0,0,0
2/13/2020,Egypt,0,0,0,0
2/14/2020,Egypt,0,0,0,0
2/15/2020,Egypt,1,0,1,0
2/16/2020,Egypt,0,0,1,0
2/17/2020,Egypt,0,0,1,0
2/18/2020,Egypt,0,0,1,0
2/19/2020,Egypt,0,0,1,0
2/20/2020,Egypt,0,0,1,0
2/21/2020,Egypt,0,0,1,0
2/22/2020,Egypt,0,0,1,0
2/23/2020,Egypt,0,0,1,0
2/24/2020,Egypt,0,0,1,0
2/25/2020,Egypt,0,0,1,0
2/26/2020,Egypt,0,0,1,0
2/27/2020,Egypt,0,0,1,0
2/28/2020,Egypt,0,0,1,0
2/29/2020,Egypt,0,0,1,0
3/1/2020,Egypt,0,0,1,0
3/2/2020,Egypt,1,0,2,0
3/6/2020,Egypt,1,0,3,0
3/7/2020,Egypt,12,0,15,0
3/9/2020,Egypt,34,1,49,1
3/10/2020,Egypt,6,0,55,1
3/11/2020,Egypt,4,0,59,1
3/12/2020,Egypt,1,0,60,1
3/13/2020,Egypt,20,1,80,2
3/14/2020,Egypt,13,0,93,2
3/15/2020,Egypt,0,0,93,2
3/16/2020,Egypt,17,0,110,2
3/17/2020,Egypt,16,0,126,2
3/18/2020,Egypt,40,2,166,4
3/19/2020,Egypt,30,2,196,6
3/20/2020,Egypt,14,0,210,6
3/21/2020,Egypt,46,1,256,7
3/22/2020,Egypt,29,1,285,8
3/23/2020,Egypt,9,2,294,10
3/24/2020,Egypt,33,4,327,14
3/25/2020,Egypt,39,5,366,19
3/26/2020,Egypt,76,2,442,21
3/27/2020,Egypt,14,0,456,21
3/28/2020,Egypt,39,3,495,24
3/29/2020,Egypt,41,6,536,30
3/30/2020,Egypt,40,6,576,36
3/19/2020,El Salvador,1,0,1,0
3/20/2020,El Salvador,0,0,1,0
3/21/2020,El Salvador,2,0,3,0
3/22/2020,El Salvador,0,0,3,0
3/23/2020,El Salvador,0,0,3,0
3/24/2020,El Salvador,2,0,5,0
3/25/2020,El Salvador,4,0,9,0
3/26/2020,El Salvador,4,0,13,0
3/27/2020,El Salvador,0,0,13,0
3/28/2020,El Salvador,0,0,13,0
3/29/2020,El Salvador,6,0,19,0
3/30/2020,El Salvador,11,0,30,0
3/15/2020,Equatorial Guinea,1,0,1,0
3/16/2020,Equatorial Guinea,0,0,1,0
3/17/2020,Equatorial Guinea,0,0,1,0
3/18/2020,Equatorial Guinea,0,0,1,0
3/19/2020,Equatorial Guinea,2,0,3,0
3/20/2020,Equatorial Guinea,1,0,4,0
3/21/2020,Equatorial Guinea,0,0,4,0
3/22/2020,Equatorial Guinea,2,0,6,0
3/23/2020,Equatorial Guinea,0,0,6,0
3/24/2020,Equatorial Guinea,3,0,9,0
3/25/2020,Equatorial Guinea,0,0,9,0
3/26/2020,Equatorial Guinea,2,0,11,0
3/27/2020,Equatorial Guinea,1,0,12,0
3/28/2020,Equatorial Guinea,1,0,13,0
3/29/2020,Equatorial Guinea,0,0,13,0
3/30/2020,Equatorial Guinea,1,0,14,0
3/22/2020,Eritrea,1,0,1,0
3/23/2020,Eritrea,0,0,1,0
3/24/2020,Eritrea,0,0,1,0
3/25/2020,Eritrea,0,0,1,0
3/26/2020,Eritrea,3,0,4,0
3/27/2020,Eritrea,2,0,6,0
3/28/2020,Eritrea,0,0,6,0
3/29/2020,Eritrea,0,0,6,0
3/30/2020,Eritrea,6,0,12,0
12/31/2019,Estonia,0,0,0,0
1/1/2020,Estonia,0,0,0,0
1/2/2020,Estonia,0,0,0,0
1/3/2020,Estonia,0,0,0,0
1/4/2020,Estonia,0,0,0,0
1/5/2020,Estonia,0,0,0,0
1/6/2020,Estonia,0,0,0,0
1/7/2020,Estonia,0,0,0,0
1/8/2020,Estonia,0,0,0,0
1/9/2020,Estonia,0,0,0,0
1/10/2020,Estonia,0,0,0,0
1/11/2020,Estonia,0,0,0,0
1/12/2020,Estonia,0,0,0,0
1/13/2020,Estonia,0,0,0,0
1/14/2020,Estonia,0,0,0,0
1/15/2020,Estonia,0,0,0,0
1/16/2020,Estonia,0,0,0,0
1/17/2020,Estonia,0,0,0,0
1/18/2020,Estonia,0,0,0,0
1/19/2020,Estonia,0,0,0,0
1/20/2020,Estonia,0,0,0,0
1/21/2020,Estonia,0,0,0,0
1/22/2020,Estonia,0,0,0,0
1/23/2020,Estonia,0,0,0,0
1/24/2020,Estonia,0,0,0,0
1/25/2020,Estonia,0,0,0,0
1/26/2020,Estonia,0,0,0,0
1/27/2020,Estonia,0,0,0,0
1/28/2020,Estonia,0,0,0,0
1/29/2020,Estonia,0,0,0,0
1/30/2020,Estonia,0,0,0,0
1/31/2020,Estonia,0,0,0,0
2/1/2020,Estonia,0,0,0,0
2/2/2020,Estonia,0,0,0,0
2/3/2020,Estonia,0,0,0,0
2/4/2020,Estonia,0,0,0,0
2/5/2020,Estonia,0,0,0,0
2/6/2020,Estonia,0,0,0,0
2/7/2020,Estonia,0,0,0,0
2/8/2020,Estonia,0,0,0,0
2/9/2020,Estonia,0,0,0,0
2/10/2020,Estonia,0,0,0,0
2/11/2020,Estonia,0,0,0,0
2/12/2020,Estonia,0,0,0,0
2/13/2020,Estonia,0,0,0,0
2/14/2020,Estonia,0,0,0,0
2/15/2020,Estonia,0,0,0,0
2/16/2020,Estonia,0,0,0,0
2/17/2020,Estonia,0,0,0,0
2/18/2020,Estonia,0,0,0,0
2/19/2020,Estonia,0,0,0,0
2/20/2020,Estonia,0,0,0,0
2/21/2020,Estonia,0,0,0,0
2/22/2020,Estonia,0,0,0,0
2/23/2020,Estonia,0,0,0,0
2/24/2020,Estonia,0,0,0,0
2/25/2020,Estonia,0,0,0,0
2/26/2020,Estonia,0,0,0,0
2/27/2020,Estonia,0,0,0,0
2/28/2020,Estonia,1,0,1,0
2/29/2020,Estonia,0,0,1,0
3/1/2020,Estonia,0,0,1,0
3/2/2020,Estonia,0,0,1,0
3/4/2020,Estonia,1,0,2,0
3/6/2020,Estonia,3,0,5,0
3/7/2020,Estonia,5,0,10,0
3/11/2020,Estonia,3,0,13,0
3/12/2020,Estonia,3,0,16,0
3/13/2020,Estonia,11,0,27,0
3/14/2020,Estonia,52,0,79,0
3/15/2020,Estonia,36,0,115,0
3/16/2020,Estonia,56,0,171,0
3/17/2020,Estonia,34,0,205,0
3/18/2020,Estonia,20,0,225,0
3/19/2020,Estonia,33,0,258,0
3/20/2020,Estonia,9,0,267,0
3/21/2020,Estonia,16,0,283,0
3/22/2020,Estonia,23,0,306,0
3/23/2020,Estonia,20,0,326,0
3/24/2020,Estonia,26,0,352,0
3/25/2020,Estonia,17,0,369,0
3/26/2020,Estonia,35,1,404,1
3/27/2020,Estonia,134,0,538,1
3/28/2020,Estonia,37,0,575,1
3/29/2020,Estonia,65,0,640,1
3/30/2020,Estonia,39,2,679,3
3/14/2020,Ethiopia,1,0,1,0
3/15/2020,Ethiopia,0,0,1,0
3/16/2020,Ethiopia,3,0,4,0
3/17/2020,Ethiopia,1,0,5,0
3/18/2020,Ethiopia,0,0,5,0
3/19/2020,Ethiopia,1,0,6,0
3/20/2020,Ethiopia,1,0,7,0
3/21/2020,Ethiopia,2,0,9,0
3/22/2020,Ethiopia,0,0,9,0
3/23/2020,Ethiopia,2,0,11,0
3/24/2020,Ethiopia,0,0,11,0
3/25/2020,Ethiopia,0,0,11,0
3/26/2020,Ethiopia,1,0,12,0
3/27/2020,Ethiopia,0,0,12,0
3/28/2020,Ethiopia,4,0,16,0
3/29/2020,Ethiopia,0,0,16,0
3/30/2020,Ethiopia,0,0,16,0
3/20/2020,Faeroe Islands,72,0,72,0
3/21/2020,Faeroe Islands,8,0,80,0
3/22/2020,Faeroe Islands,12,0,92,0
3/23/2020,Faeroe Islands,23,0,115,0
3/24/2020,Faeroe Islands,3,0,118,0
3/25/2020,Faeroe Islands,4,0,122,0
3/26/2020,Faeroe Islands,10,0,132,0
3/27/2020,Faeroe Islands,8,0,140,0
3/28/2020,Faeroe Islands,4,0,144,0
3/29/2020,Faeroe Islands,11,0,155,0
3/30/2020,Faeroe Islands,4,0,159,0
3/20/2020,Fiji,1,0,1,0
3/21/2020,Fiji,0,0,1,0
3/22/2020,Fiji,1,0,2,0
3/23/2020,Fiji,1,0,3,0
3/24/2020,Fiji,1,0,4,0
3/25/2020,Fiji,1,0,5,0
3/26/2020,Fiji,0,0,5,0
3/27/2020,Fiji,0,0,5,0
3/28/2020,Fiji,0,0,5,0
3/29/2020,Fiji,0,0,5,0
3/30/2020,Fiji,0,0,5,0
12/31/2019,Finland,0,0,0,0
1/1/2020,Finland,0,0,0,0
1/2/2020,Finland,0,0,0,0
1/3/2020,Finland,0,0,0,0
1/4/2020,Finland,0,0,0,0
1/5/2020,Finland,0,0,0,0
1/6/2020,Finland,0,0,0,0
1/7/2020,Finland,0,0,0,0
1/8/2020,Finland,0,0,0,0
1/9/2020,Finland,0,0,0,0
1/10/2020,Finland,0,0,0,0
1/11/2020,Finland,0,0,0,0
1/12/2020,Finland,0,0,0,0
1/13/2020,Finland,0,0,0,0
1/14/2020,Finland,0,0,0,0
1/15/2020,Finland,0,0,0,0
1/16/2020,Finland,0,0,0,0
1/17/2020,Finland,0,0,0,0
1/18/2020,Finland,0,0,0,0
1/19/2020,Finland,0,0,0,0
1/20/2020,Finland,0,0,0,0
1/21/2020,Finland,0,0,0,0
1/22/2020,Finland,0,0,0,0
1/23/2020,Finland,0,0,0,0
1/24/2020,Finland,0,0,0,0
1/25/2020,Finland,0,0,0,0
1/26/2020,Finland,0,0,0,0
1/27/2020,Finland,0,0,0,0
1/28/2020,Finland,0,0,0,0
1/29/2020,Finland,0,0,0,0
1/30/2020,Finland,1,0,1,0
1/31/2020,Finland,0,0,1,0
2/1/2020,Finland,0,0,1,0
2/2/2020,Finland,0,0,1,0
2/3/2020,Finland,0,0,1,0
2/4/2020,Finland,0,0,1,0
2/5/2020,Finland,0,0,1,0
2/6/2020,Finland,0,0,1,0
2/7/2020,Finland,0,0,1,0
2/8/2020,Finland,0,0,1,0
2/9/2020,Finland,0,0,1,0
2/10/2020,Finland,0,0,1,0
2/11/2020,Finland,0,0,1,0
2/12/2020,Finland,0,0,1,0
2/13/2020,Finland,0,0,1,0
2/14/2020,Finland,0,0,1,0
2/15/2020,Finland,0,0,1,0
2/16/2020,Finland,0,0,1,0
2/17/2020,Finland,0,0,1,0
2/18/2020,Finland,0,0,1,0
2/19/2020,Finland,0,0,1,0
2/20/2020,Finland,0,0,1,0
2/21/2020,Finland,0,0,1,0
2/22/2020,Finland,0,0,1,0
2/23/2020,Finland,0,0,1,0
2/24/2020,Finland,0,0,1,0
2/25/2020,Finland,0,0,1,0
2/26/2020,Finland,0,0,1,0
2/27/2020,Finland,1,0,2,0
2/28/2020,Finland,0,0,2,0
2/29/2020,Finland,1,0,3,0
3/1/2020,Finland,0,0,3,0
3/2/2020,Finland,3,0,6,0
3/4/2020,Finland,1,0,7,0
3/6/2020,Finland,5,0,12,0
3/7/2020,Finland,7,0,19,0
3/9/2020,Finland,11,0,30,0
3/10/2020,Finland,10,0,40,0
3/12/2020,Finland,19,0,59,0
3/13/2020,Finland,96,0,155,0
3/15/2020,Finland,55,0,210,0
3/16/2020,Finland,57,0,267,0
3/17/2020,Finland,5,0,272,0
3/18/2020,Finland,47,0,319,0
3/19/2020,Finland,50,0,369,0
3/20/2020,Finland,31,0,400,0
3/21/2020,Finland,50,0,450,0
3/22/2020,Finland,71,1,521,1
3/23/2020,Finland,105,0,626,1
3/24/2020,Finland,74,0,700,1
3/25/2020,Finland,92,0,792,1
3/26/2020,Finland,88,2,880,3
3/27/2020,Finland,78,1,958,4
3/28/2020,Finland,67,3,1025,7
3/29/2020,Finland,193,2,1218,9
3/30/2020,Finland,0,2,1218,11
12/31/2019,France,0,0,0,0
1/1/2020,France,0,0,0,0
1/2/2020,France,0,0,0,0
1/3/2020,France,0,0,0,0
1/4/2020,France,0,0,0,0
1/5/2020,France,0,0,0,0
1/6/2020,France,0,0,0,0
1/7/2020,France,0,0,0,0
1/8/2020,France,0,0,0,0
1/9/2020,France,0,0,0,0
1/10/2020,France,0,0,0,0
1/11/2020,France,0,0,0,0
1/12/2020,France,0,0,0,0
1/13/2020,France,0,0,0,0
1/14/2020,France,0,0,0,0
1/15/2020,France,0,0,0,0
1/16/2020,France,0,0,0,0
1/17/2020,France,0,0,0,0
1/18/2020,France,0,0,0,0
1/19/2020,France,0,0,0,0
1/20/2020,France,0,0,0,0
1/21/2020,France,0,0,0,0
1/22/2020,France,0,0,0,0
1/23/2020,France,0,0,0,0
1/24/2020,France,0,0,0,0
1/25/2020,France,3,0,3,0
1/26/2020,France,0,0,3,0
1/27/2020,France,0,0,3,0
1/28/2020,France,0,0,3,0
1/29/2020,France,1,0,4,0
1/30/2020,France,1,0,5,0
1/31/2020,France,1,0,6,0
2/1/2020,France,0,0,6,0
2/2/2020,France,0,0,6,0
2/3/2020,France,0,0,6,0
2/4/2020,France,0,0,6,0
2/5/2020,France,0,0,6,0
2/6/2020,France,0,0,6,0
2/7/2020,France,0,0,6,0
2/8/2020,France,5,0,11,0
2/9/2020,France,0,0,11,0
2/10/2020,France,0,0,11,0
2/11/2020,France,0,0,11,0
2/12/2020,France,0,0,11,0
2/13/2020,France,0,0,11,0
2/14/2020,France,0,0,11,0
2/15/2020,France,0,1,11,1
2/16/2020,France,0,0,11,1
2/17/2020,France,1,0,12,1
2/18/2020,France,0,0,12,1
2/19/2020,France,0,0,12,1
2/20/2020,France,0,0,12,1
2/21/2020,France,0,0,12,1
2/22/2020,France,0,0,12,1
2/23/2020,France,0,0,12,1
2/24/2020,France,0,0,12,1
2/25/2020,France,0,0,12,1
2/26/2020,France,2,0,14,1
2/27/2020,France,3,1,17,2
2/28/2020,France,21,0,38,2
2/29/2020,France,19,0,57,2
3/1/2020,France,43,0,100,2
3/2/2020,France,30,0,130,2
3/3/2020,France,48,1,178,3
3/4/2020,France,34,1,212,4
3/5/2020,France,73,0,285,4
3/6/2020,France,138,3,423,7
3/7/2020,France,190,2,613,9
3/8/2020,France,103,1,716,10
3/9/2020,France,410,9,1126,19
3/10/2020,France,286,11,1412,30
3/11/2020,France,372,3,1784,33
3/12/2020,France,497,15,2281,48
3/13/2020,France,595,13,2876,61
3/14/2020,France,785,18,3661,79
3/15/2020,France,838,12,4499,91
3/16/2020,France,924,36,5423,127
3/17/2020,France,1210,21,6633,148
3/18/2020,France,1097,27,7730,175
3/19/2020,France,1404,69,9134,244
3/20/2020,France,1861,128,10995,372
3/21/2020,France,1617,78,12612,450
3/22/2020,France,1847,112,14459,562
3/23/2020,France,1559,112,16018,674
3/24/2020,France,3838,186,19856,860
3/25/2020,France,2446,240,22302,1100
3/26/2020,France,2931,231,25233,1331
3/27/2020,France,3922,365,29155,1696
3/28/2020,France,3809,299,32964,1995
3/29/2020,France,4611,319,37575,2314
3/30/2020,France,2599,292,40174,2606
3/19/2020,French Polynesia,3,0,3,0
3/20/2020,French Polynesia,0,0,3,0
3/21/2020,French Polynesia,12,0,15,0
3/22/2020,French Polynesia,2,0,17,0
3/23/2020,French Polynesia,1,0,18,0
3/24/2020,French Polynesia,5,0,23,0
3/25/2020,French Polynesia,2,0,25,0
3/26/2020,French Polynesia,0,0,25,0
3/27/2020,French Polynesia,5,0,30,0
3/28/2020,French Polynesia,0,0,30,0
3/29/2020,French Polynesia,4,0,34,0
3/30/2020,French Polynesia,1,0,35,0
3/13/2020,Gabon,1,0,1,0
3/15/2020,Gabon,0,0,1,0
3/16/2020,Gabon,0,0,1,0
3/17/2020,Gabon,0,0,1,0
3/18/2020,Gabon,0,0,1,0
3/19/2020,Gabon,2,0,3,0
3/20/2020,Gabon,0,0,3,0
3/21/2020,Gabon,0,1,3,1
3/22/2020,Gabon,0,0,3,1
3/23/2020,Gabon,3,0,6,1
3/24/2020,Gabon,0,0,6,1
3/25/2020,Gabon,0,0,6,1
3/26/2020,Gabon,0,0,6,1
3/27/2020,Gabon,1,0,7,1
3/28/2020,Gabon,0,0,7,1
3/29/2020,Gabon,0,0,7,1
3/30/2020,Gabon,0,0,7,1
3/18/2020,Gambia,1,0,1,0
3/19/2020,Gambia,0,0,1,0
3/20/2020,Gambia,0,0,1,0
3/21/2020,Gambia,0,0,1,0
3/22/2020,Gambia,0,0,1,0
3/23/2020,Gambia,0,0,1,0
3/24/2020,Gambia,1,1,2,1
3/25/2020,Gambia,1,0,3,1
3/26/2020,Gambia,0,0,3,1
3/27/2020,Gambia,0,0,3,1
3/28/2020,Gambia,0,0,3,1
3/29/2020,Gambia,0,0,3,1
3/30/2020,Gambia,0,0,3,1
12/31/2019,Georgia,0,0,0,0
1/1/2020,Georgia,0,0,0,0
1/2/2020,Georgia,0,0,0,0
1/3/2020,Georgia,0,0,0,0
1/4/2020,Georgia,0,0,0,0
1/5/2020,Georgia,0,0,0,0
1/6/2020,Georgia,0,0,0,0
1/7/2020,Georgia,0,0,0,0
1/8/2020,Georgia,0,0,0,0
1/9/2020,Georgia,0,0,0,0
1/10/2020,Georgia,0,0,0,0
1/11/2020,Georgia,0,0,0,0
1/12/2020,Georgia,0,0,0,0
1/13/2020,Georgia,0,0,0,0
1/14/2020,Georgia,0,0,0,0
1/15/2020,Georgia,0,0,0,0
1/16/2020,Georgia,0,0,0,0
1/17/2020,Georgia,0,0,0,0
1/18/2020,Georgia,0,0,0,0
1/19/2020,Georgia,0,0,0,0
1/20/2020,Georgia,0,0,0,0
1/21/2020,Georgia,0,0,0,0
1/22/2020,Georgia,0,0,0,0
1/23/2020,Georgia,0,0,0,0
1/24/2020,Georgia,0,0,0,0
1/25/2020,Georgia,0,0,0,0
1/26/2020,Georgia,0,0,0,0
1/27/2020,Georgia,0,0,0,0
1/28/2020,Georgia,0,0,0,0
1/29/2020,Georgia,0,0,0,0
1/30/2020,Georgia,0,0,0,0
1/31/2020,Georgia,0,0,0,0
2/1/2020,Georgia,0,0,0,0
2/2/2020,Georgia,0,0,0,0
2/3/2020,Georgia,0,0,0,0
2/4/2020,Georgia,0,0,0,0
2/5/2020,Georgia,0,0,0,0
2/6/2020,Georgia,0,0,0,0
2/7/2020,Georgia,0,0,0,0
2/8/2020,Georgia,0,0,0,0
2/9/2020,Georgia,0,0,0,0
2/10/2020,Georgia,0,0,0,0
2/11/2020,Georgia,0,0,0,0
2/12/2020,Georgia,0,0,0,0
2/13/2020,Georgia,0,0,0,0
2/14/2020,Georgia,0,0,0,0
2/15/2020,Georgia,0,0,0,0
2/16/2020,Georgia,0,0,0,0
2/17/2020,Georgia,0,0,0,0
2/18/2020,Georgia,0,0,0,0
2/19/2020,Georgia,0,0,0,0
2/20/2020,Georgia,0,0,0,0
2/21/2020,Georgia,0,0,0,0
2/22/2020,Georgia,0,0,0,0
2/23/2020,Georgia,0,0,0,0
